Year,Month,Day,Title,Summary,Story,Categories,Tags,Rebbe,Sources
1918,,,Rebbe Rashab photographed for emigration passport,"After the Bolshevik takeover, Rebbe Rashab permitted a photograph for a passport in 5678.","In 1918, following the Bolshevik conquest of Russia, Chabad leaders worried they might be forced to emigrate. For passport purposes, Rebbe Rashab permitted a photograph of himself seated in his yechidus room in Rostov. It remains the only photograph of him.","rebbe, general","rebbe rashab, rostov, bolsheviks, russia, portrait",,Chabad Library/תערוכות_הספריה
1918,,,Rebbe writes about hunger in wartime Vilna,"In the summer of 5678 the Rebbe Rashab wrote describing the severe hunger suffered in Vilna during World War I, including by his own representative R. Anshil Aronovich.","After receiving a letter brought out by a traveler, the Rashab wrote that the chassidim of Vilna, including Aronovich, had endured terrible hunger, though conditions had since improved somewhat. The letter is preserved as Iggeret 1097 in volume five of his correspondence.","conflict, rebbe","vilna, world war i, anshil aronovich, 5678, hunger, rashab",,Chabad Library/תולדות_חבד_בפולין_HISTORY
1918,,,Rostover Siddur printed in Rostov,"The Rostover Siddur, an edition of Tehillas Hashem incorporating corrections directed by the Rebbe Rashab, was printed in Rostov in 5678 (1918).","Photographed from the earlier Tefillas Kol Peh, the Rostov 1918 siddur incorporated many revisions ordered by the Rebbe Rashab and would later serve as the photo-master for the 1947 New York Tehillas Hashem.",publication,"rebbe rashab, rostov, siddur tehillat hashem",,Chabad Library/תערוכות_הספריה
1918,,,Soviet rule begins in Russia,"Soviet rule begins in 5678, opening the era covered by Toldot Chabad in Soviet Russia.","The Soviet regime took hold in 5678 (1918), launching a generation of underground Chabad activity. The companion volume 'Toldot Chabad B'Russia HaSovietit' covers the movement under Soviet rule from this year through 5710.","location, conflict","russia, soviet, communism",,Chabad Library/תולדות_חב״ד_ברוסיה
1918,,,Tanya manuscript catalogued in Wiener private collection,The Tanya manuscript bought in 1879 was catalogued as item 225 in Wiener's private collection.,"In 1918, the Tanya manuscript Wiener had purchased decades earlier in Borisov was catalogued as item 225 in his personal collection. This cataloguing inscription remained visible to Chabad emissaries who examined the manuscript at the Asiatic Institute in Leningrad in 1991.",publication,"tanya, manuscript, wiener, catalog, private library",,Chabad Library/יומן_השליחות_המיוחדת
1918,,,Ten thousand dollars raised in Kremenchug for Tomchei Temimim,"Per the Rebbe Rashab's directive, ten thousand dollars was collected in Kremenchug during spring 5678 for the yeshiva.","Following the narrator's return from Rostov, the Kremenchug chassidim raised the 10,000 dollars the Rebbe Rashab had mandated to sustain Tomchei Temimim. The daughters of R' Nosson Gurary — Perla and Leah — personally whitewashed the walls and scrubbed the floors of the new yeshiva quarters in preparation for the students.","education, organization","tomchei tmimim, kremenchug, fundraising, gourary",,Chabad Library/זכרון_לבני_ישראל
1918,,,Tomchei Temimim shiur students relocated to Oryol,The younger shiur students were transferred from Lubavitch to Oryol amid worsening conditions and German advances during 5678.,"As the financial and security situation in Lubavitch deteriorated under the new Bolshevik regime, the yeshiva's junior shiur students were sent to Oryol. There they were hosted by the shochet R' Yaakov Pantelyev and supported by the wealthy chassid Mr. Shmulevitch. Three older bochurim — Shmuel Chaim Shechtman of Zlobin, Abba of Bolhakov, and apparently R' Yisrael Zuber — accompanied them.","education, location","tomchei tmimim, oryol, relocation, civil war",,Chabad Library/זכרון_לבני_ישראל
1918,,,Tomchei Temimim yeshiva students leave Lubavitch for safer towns,In 5678 (1918) the yeshiva students left Lubavitch to study in other towns farther from the war zone near the front.,"With Lubavitch sitting close to the WWI front, the yeshiva could no longer operate safely there. The students dispersed to study in interior towns. This was a key step in the institutional unraveling of Lubavitch as Chabad's center.","education, conflict, location","tomchei-tmimim, wwi, lubavitch, yeshiva",,Chabad Library/תולדות_חב״ד_ברוסיה
1918,,,Tomchei Tmimim relocates from Lubavitch,"After over 20 years in Lubavitch, Tomchei Tmimim relocated to Kremenchug and other cities in 5678.","In 5678, Tomchei Tmimim left Lubavitch after operating there for over twenty years. The yeshiva relocated to Kremenchug and other Russian cities as the wartime disruption continued. The Lubavitch era of the yeshiva had come to an end.","education, location","tomchei-tmimim, kremenchug, lubavitch, wwi, evacuation",,Chabad Library/תולדות_חב״ד_ברוסיה
1918,,,Tomchei Tmimim yeshiva leaves Lubavitch,"In the summer of 5678 (1918), the Tomchei Tmimim yeshiva left Lubavitch, ending the Chabad presence there for over seventy years.","The Tomchei Tmimim yeshiva departed Lubavitch in the summer of 5678 (1918). After the departure, the entire Rebbeim's courtyard burned down following the histalkus of the Rebbe Rashab, as recounted in the Frierdiker Rebbe's letters; the surviving wooden buildings on the property all postdate that fire. By 1991 a new brick post-office building was being constructed in the middle of the old courtyard.","education, location, conflict","lubavitch, tomchei tmimim, yeshiva, tarach, world war i, russia, rashab",,Chabad Library/יומן_השליחות_המיוחדת
1918,,,Tomchei Tmimim yeshiva relocates from Lubavitch to Kremenchug,"After two and a half years operating without the Rebbe in residence, Tomchei Tmimim relocated from Lubavitch to Kremenchug in late summer 5678.","The final students dug deeply into the cellar of the Rebbe's residence to hide possessions before departing. They gathered for a bitter farbrengen marking their separation from Lubavitch, still hoping the move was temporary. With the Soviet anti-religious campaign that followed, the yeshiva eventually retreated underground across dozens of Russian towns.","education, location","tomchei-tmimim, kremenchug, lubavitch",,Chabad Library/ליובאוויטש
1918,,,Yeshiva relocation from Lubavitch begins,"During 5678, the Tomchei Tmimim yeshiva relocated in stages from Lubavitch to Kremenchug.","Following the Rebbe Rashab's departure from Lubavitch in early 5676 and worsening conditions during World War I, the yeshiva students remained until 5678 (1918). The shiurim moved first under R' Yehoshua Arsh to Oryol for about a year and then to Kremenchug, while the Great Hall (Zal) remained until students gradually relocated to Kremenchug. The last farbrengen in Lubavitch took place on Shabbat Mevarchim Elul.","education, location, conflict","tomchei tmimim, lubavitch, kremenchug, world war 1, exile",,Chabad Library/תולדות_חב״ד_ברוסיה
1918,,,Yeshivah Torah Vodaath founded in Williamsburg,Torah Vodaath was established in Brooklyn's Williamsburg neighborhood.,"At the time of the Rebbe Rayatz's 1929 visit, Torah Vodaath and Yeshivas Rabbeinu Yitzchok Elchonon were the principal yeshivot in New York. Only twelve percent of Brooklyn's Jewish children received any Jewish education in the 1920s.","education, organization","yeshiva, brooklyn, williamsburg, united-states",,Undaunted
1918,,,Zionist Office census records 757 Jews in Hebron,"A census conducted by the Zionist Organization's Palestine Office in 5678 found 757 Jews in Hebron, roughly half the pre-war population.","After the British conquest, the Palestine Office of the Zionist Organization conducted a census in 5678 (1918). It tallied 256 Ashkenazim, 444 Sephardim, and 57 Maghrebi and Yemenite Jews — a total of 757 souls. This was roughly half the Jewish population recorded a decade earlier.","location, general","hebron, census, demographics, british mandate",,Chabad Library/תולדות_חב״ד_בארץ_הקודש
1918,1,,Elections to the All-Jewish General Congress,"Religious lists succeeded in the January 1918 (Shevat 5678) elections to the All-Jewish General Congress, but the Congress never convened.","Chabad's bloc 'Achdut' — number 3 on the ballot — was formed by merging with the religious lists 'Netzach Yisrael' and 'HaMasoret VeHaCheirut,' with the Rebbe's approval. In some places the Orthodox ran separately as 'Adas Yisrael' with a platform he composed. Despite electoral success, the subsequent consolidation of Bolshevik rule prevented the Congress from ever meeting.","organization, conflict","russia, jewish congress, achdut bloc, edas yisrael, elections",,Chabad Library/תולדות_חב״ד_ברוסיה
1918,2,25,Yeshiva fundraisers depart Lubavitch on night of 13 Adar,On the night of 13 Adar 5678 the narrator and R' Leib Krasik left Lubavitch for Moscow as part of an emergency fundraising mission to save the yeshiva.,"With Tomchei Temimim collapsing financially, senior figures were dispatched to Russia's major Jewish centers. R' Shilem Kuratin went to Petersburg, R' Eliezer Kaplan to Vitebsk and Nevel, and the narrator with R' Leib Krasik were sent to Moscow. They read the megillah on the eve of 13 Adar and boarded the train that night, planning to daven and read megillah again in Moscow.","education, organization","tomchei tmimim, fundraising, moscow, purim, civil war",,Chabad Library/זכרון_לבני_ישראל
1918,2,26,Eighteen thousand rubles raised in Moscow for Tomchei Temimim on Purim,"On Purim day 5678 the magnate R' Zalka Persitz and R' Baruch Shalom Kahan helped raise 18,000 rubles in a single day in Moscow for the yeshiva.","After arriving in Moscow on Purim eve and being hosted at R' Baruch Shalom Kahan's home, the fundraisers were taken the next morning to the office of the magnate R' Zalka Persitz. Through phone calls throughout the day they collected 18,000 rubles. The emissaries sewed 9,000 rubles into each of their garments and returned to Lubavitch.","education, organization","tomchei tmimim, fundraising, moscow, purim, persitz, kahan",,Chabad Library/זכרון_לבני_ישראל
1918,3,,Germans capture Lubavitch region just before Pesach,"German forces entered the Lubavitch area immediately before Pesach 5678, cutting civilian rail travel and isolating the town.","Following the Brest-Litovsk treaty, German forces advanced into the area encompassing Lubavitch right before Pesach 5678. Civilian rail traffic was halted — only military trains ran — preventing the narrator from returning from Kremenchug. The occupation persisted through the summer, with German authorities installing local Ukrainian rulers under their suzerainty.","general, location","lubavitch, germany, world war i, occupation",,Chabad Library/זכרון_לבני_ישראל
1918,3,,Rebbe Rashab delivers maamar 'Hachodesh Hazeh' in Rostov,"On Shabbos Parshas Hachodesh 5678 the Rebbe Rashab said the maamar 'Hachodesh Hazeh' in Rostov, before a yechidus with the visiting emissary.","Following his fundraising trip to Moscow, the narrator traveled to Rostov to ask the Rebbe Rashab's guidance on the future of Tomchei Temimim. He arrived before Shabbos Parshas Hachodesh 5678 and heard the Rebbe deliver the maamar 'Hachodesh Hazeh' that Shabbos. Motzaei Shabbos he had a forty-minute yechidus in which the Rebbe gave his ruling that the students should remain in Lubavitch.","rebbe, publication","rebbe rashab, maamar, parshas hachodesh, rostov, 5678",,Chabad Library/זכרון_לבני_ישראל
1918,3,,Rebbe Rashab rules yeshiva should remain in Lubavitch,"In a Motzaei Shabbos yechidus in Rostov, the Rebbe Rashab ruled that despite German advances Tomchei Temimim students should stay in Lubavitch.","The Rebbe Rashab gave three reasons in yechidus: he believed the Germans would not capture Lubavitch; even if captured the area would not be fully controlled, allowing small group study; and even at worst the border would be porous enough to cross. He concluded that relocating Lubavitch itself was impossible — 'the light will be missing' — and a telegram was sent to halt the evacuation. By then it was too late and most students had already left.","rebbe, education, organization","rebbe rashab, tomchei tmimim, lubavitch, rostov, yechidus, world war i",,Chabad Library/זכרון_לבני_ישראל
1918,3,26,13 Nissan farbrengen at the Gurary shul in Kremenchug,"A farbrengen was held on 13 Nissan 5678 in the Gurary shul of Kremenchug, led by R' Elchonon Dov Morozov.","While stranded in Kremenchug arranging accommodations for the shiur students, the narrator attended a 13 Nissan farbrengen in the Gurary synagogue. R' Elchonon Dov Morozov was the principal speaker, with the meshulach R' Yechiel Halperin and others present. The gathering was part of the consolidation of the Tomchei Temimim community in its new wartime home.",calendar,"kremenchug, farbrengen, morozov, halpern, 13 nissan",,Chabad Library/זכרון_לבני_ישראל
1918,4,,Narrator returns to Lubavitch from Kremenchug around Rosh Chodesh Iyar,"Around Rosh Chodesh Iyar 5678 the narrator carried 10,000 rubles back to Lubavitch, crossing the German–Russian border on foot at Orsha at night.","Around Rosh Chodesh Iyar 5678 the narrator left Kremenchug for Lubavitch with 10,000 rubles hidden in his stockings. At Orsha he had to walk roughly three miles between the German and Russian customs posts in the dark, assisting an elderly Jewish woman who could not keep pace. He arrived in Lubavitch via Krasna in the morning.",general,"lubavitch, kremenchug, orsha, german occupation, border crossing",,Chabad Library/זכרון_לבני_ישראל
1918,4,,Twelve Tomchei Temimim students arrested as suspected spies in Poltava,Twelve Lubavitcher bochurim en route from Lubavitch to Kremenchug were arrested at Poltava station on suspicion of espionage and nearly executed.,"Rumors reached Kremenchug on a Friday that twelve Tomchei Temimim students had been killed at Poltava station. In fact they had been detained as suspected spies — triggered by Zalman Birnbaum's Polish-style cap and rapid movements. R' Tzvi Gurary used his military contacts to telephone the Poltava war chief, and R' Mordechai Aharon Friedman traveled by military train to obtain rabbinic guarantees from R' Duber Greenpress and R' Eliyahu Akiva Rabinowitz that freed them.","education, conflict","tomchei tmimim, poltava, kremenchug, civil war, arrest, espionage, gourary",,Chabad Library/זכרון_לבני_ישראל
1918,4,4,Acharon shel Pesach farbrengen at R' Tzvi Gurary in Kremenchug,"On Acharon shel Pesach 5678 a farbrengen was held at R' Tzvi Gurary's home in Kremenchug, lasting late into the night.","The narrator spent Pesach 5678 in Kremenchug as a guest of R' Nosson Gurary, whose home was open to all. On the last day of Pesach the local chassidim gathered at R' Tzvi Gurary's house for a farbrengen that extended until late at night, even as 10,000 dollars was being raised for Tomchei Temimim per the Rebbe Rashab's instruction.",calendar,"kremenchug, farbrengen, gourary, pesach, acharon shel pesach",,Chabad Library/זכרון_לבני_ישראל
1918,6,19,Rebbe Rashab stays at Slavyansk healing waters,From 9 Tammuz to 10 Elul 5678 the Rebbe stayed at the Slavyansk healing waters under harsh wartime travel conditions.,"Amid the Russian Civil War, when travel was nearly impossible, the Rebbe made the one known journey of the period to the Slavyansk spa, arriving the eve of 9 Tammuz 5678 and remaining through 10 Elul. He wrote of overcrowded train cars, the unavailability of seat reservations, and dread about the return trip.","rebbe, location","slavyansk, russia, civil war, health, travel hardship",,Chabad Library/תולדות_חב״ד_ברוסיה
1918,7,,Rashab reports on stereotype plates in Rostov during WWI,"On 21 Menachem Av תרע""ח, writing from Rostov during WWI, the Rashab informed his son the Rayatz that the stereotype plates of Likkutei Torah and Tanya, and the printing house generally, were intact.","During the displacement of WWI the Rashab settled in Rostov-on-Don. From there, on 21 Av תרע""ח, he wrote to his son the future Rebbe Rayatz that the stereotype plates of Likkutei Torah and Tanya and the rest of the press equipment had survived intact — a fact that would later enable a sixth edition to be printed from those plates in תרפ""ח.","rebbe, publication, location","rashab, rostov, wwi, stereotype plates, likkutei torah, tanya",,Chabad Library/מבית_הגנזים
1918,8,,Farewell farbrengen at R' Shmuel Gronem on Shabbos Mevorchim Elul,"On Shabbos Mevorchim Elul 5678, before leaving Lubavitch, a farewell farbrengen was held at R' Shmuel Gronem's home with wine from the Rebbe's cellar.","Before evacuating Lubavitch the remaining bochurim and senior figures held a final farbrengen at the Rashag's home on Shabbos Mevorchim Elul 5678. They drew bottles of wine from the cellar of the Rebbe Rayatz's father-in-law R' Avraham. The atmosphere of taking leave of Lubavitch — even with hope of return — was overwhelming, despite reassuring news from Kremenchug and Rostov.","education, calendar","lubavitch, farbrengen, shmuel gronem, tomchei tmimim, departure",,Chabad Library/זכרון_לבני_ישראל
1918,8,,Tomchei Temimim center relocates from Lubavitch to Kremenchug,"Near Elul 5678 the final group left Lubavitch via Bryansk and a night border crossing to reach Kremenchug, ending the yeshiva's presence in Lubavitch.","After hiding the Rebbe's household vessels in a deep cellar, the last twelve bochurim and senior families departed Lubavitch via Rudnia toward Bryansk. From Klintsy they used peasant wagons through a neutral zone, paying off Russian soldiers and German border guards along the way. After bribery, beatings, and a tense night in no-man's land, they reached Gomel and continued to Kremenchug — formally ending the yeshiva's residence in Lubavitch.","education, location, organization","lubavitch, kremenchug, tomchei tmimim, relocation, civil war, german occupation, bryansk",,Chabad Library/זכרון_לבני_ישראל
1918,9,,Tomchei Tmimim students travel to Rostov for Rosh Hashanah 5679,All the Tomchei Tmimim students traveled to Rostov to spend Rosh Hashanah 5679 with the Rebbe Rashab.,"The chassidim prayed in the Shaalash, a wooden structure built in the courtyard of the Rebbe Rashab's home on Bradsky Pereulok 44 in Rostov, which he had purchased after the move from Lubavitch. R' Yechiel Halpern served as chazzan. This was the first Rosh Hashanah of the Tomchei Tmimim student body following the relocation from Kremenchug for the chag.","rebbe, education","rostov, rosh hashanah, tomchei tmimim, rashab, shaalash, yechiel halpern",,Chabad Library/זכרון_לבני_ישראל
1918,9,,Wedding of Chaim Kavash officiated by the Rebbe Rashab in Rostov,"Between Yom Kippur and Sukkot 5679, R' Chaim Kavash of Vyetka married a relative of Rebbetzin Sterna Sarah, with the Rebbe Rashab serving as mesader kiddushin.","The Rebbe Rashab stood at the entrance of the Shaalash while the chuppah was held in the courtyard. For the bracha of 'Asher Bara' he honored a religious German army officer who was lodging in the Rebbe's home. Witnesses noted that during the blessings the Rebbe held his hands raised, fingers spread above his eyebrows.","rebbe, general","wedding, rashab, rostov, rebbetzin sterna sarah, chaim kavash",,Chabad Library/זכרון_לבני_ישראל
1918,9,20,Calabrian etrog identified by the Rebbe Rashab on Erev Sukkot 5679,On Erev Sukkot 5679 the Rebbe Rashab studied a single etrog brought from Calabria for about two hours before confirming its origin.,"The etrog was sent by R' Shmuel Gurary and delivered by R' Dovber Ganzburg of Odessa amid wartime disruption of supply routes. Throughout Sukkot the Rebbe permitted every chassid to bless the etrog but allowed no one — not even his son the Rayatz — to perform na'anuim with it, and asked each person whether their hands were dry. He sat in the sukkah from 6 to 10 a.m. each day attending to the chassidim.","rebbe, calendar","sukkot, etrog, calabria, rashab, shmuel gurary, dovber ganzburg, odessa",,Chabad Library/זכרון_לבני_ישראל
1918,9,28,Simchat Torah 5679 farbrengen with the Rebbe Rashab in Rostov,"On the night of Simchat Torah 5679 the Rebbe Rashab attended kiddush at the home of his son the Rayatz before hakafot, delivering rare personal remarks.","The Rebbe spoke about Moshiach coming through wealthy supporters and about the founding of Tomchei Tmimim, declaring 'I am a sichli' and that he would not be moved by externalities. When he discussed connection to the House of David he turned to the Rayatz and said 'Yitzchak, hear this — it concerns you.' Hakafot were not held that night, and the Rebbe Rashab uncharacteristically danced with the assembled chassidim, something he had previously done only with his son.",rebbe,"simchat torah, rashab, rayatz, rostov, moshiach, tomchei tmimim, davidic lineage",,Chabad Library/זכרון_לבני_ישראל
1918,10,,Author's final yechidus with the Rebbe Rashab,"After Sukkot 5679 the author entered for what would be his final yechidus with the Rebbe Rashab, presenting two shidduch proposals.","He raised concerns about premature deaths in the family of the proposed bride suggested by his future brother-in-law R' Aharon Eliezer Zeitlin. The Rebbe Rashab repeated three times 'nito vos tzu choshesh zein' — there is nothing to fear — and closed with 'Hashem should protect you from everything,' the last words the author would ever hear from him in person.","rebbe, general","yechidus, rashab, shidduch, rostov, aharon eliezer zeitlin",,Chabad Library/זכרון_לבני_ישראל
1918,11,23,19 Kislev 5679 farbrengen in Rostov,The 19 Kislev 5679 farbrengen was held in Rostov with R' Shaul Dov Zislin repeating a maamer 'Devash V'chalav Tachas Leshonech.',Chassidim of Kremenchug including R' Shmuel Kuratin tried to travel to Rostov for the chag but could not obtain train tickets and had to return home as the rail network was in disarray. Witnesses recalled that as R' Shaul Dov Zislin chazered the maamer 'honey and milk flowed from his mouth.',"rebbe, calendar","yud tes kislev, rostov, shaul dov zislin, kremenchug",,Chabad Library/זכרון_לבני_ישראל
1919,,,"Gurarie family relocates to Rostov, near the Rebbe's home","At the start of 5680 the Gurarie family moved to Rostov, settling near the home of the Lubavitcher Rebbe.","At the start of 5680 (autumn 1919) the Gurarie family relocated to Rostov, settling close to the residence of the Rebbeim. R' Shneur Zalman was then about eight years old. The proximity allowed close contact with the Rebbes' court during a formative period of his life.","general, location","rostov, russia, gurarie-family, rebbe-rashab, rebbe-rayatz",,Chabad Library/תולדות_חבד_בפולין_HISTORY
1919,,,Hebrew Theological College founded in Chicago,"The Hebrew Theological College, also called Beis HaMidrash LaTorah, was founded in Chicago.","It became a major center of Jewish learning. During the Rebbe Rayatz's 1930 visit to Chicago, its rosh yeshivah Rabbi Nachman Bar was personally challenged by the Rebbe to expand his impact beyond the yeshivah walls.","education, organization","chicago, htc, yeshiva, united-states",,Undaunted
1919,,,"Martyrdom of Moshe Yehoshua Bzhilianski (Alter of Teplik), Breslov Chassid","Moshe Yehoshua Bzhilianski, known as Alter of Teplik and compiler of the 'Or Zoreach' Breslov Haggadah, was killed sanctifying God's name.","In 5679 (1919), during the turbulent post-revolutionary period in Ukraine marked by widespread pogroms, the Breslov Chassid Moshe Yehoshua Bzhilianski — known as Alter of Teplik — was killed in sanctification of God's name. He had been working on a Breslov Haggadah called 'Or Zoreach' based on the writings of Rabbi Nachman of Breslov. The Haggadah was eventually published posthumously in Jerusalem in 1927 by his Breslov colleagues.","rebbe, conflict","breslov, teplik, ukraine, pogroms, martyrdom, alter of teplik",,Chabad Library/תערוכות_הספריה
1919,,,Rebbe Rashab letter on destruction in Lubavitch,The Rebbe Rashab wrote about the seizure and destruction of property in the Lubavitch courtyard.,"On Rosh Chodesh Adar Sheni 5679 (1919), the Rebbe Rashab wrote about events in Lubavitch: the courtyard and houses had been confiscated and great destruction wrought. Book crates, cabinets, and furniture had been taken and much was broken. Valuable utensils worth great sums were left behind, and they had reportedly turned the brick house into a club out of spite.","location, conflict","lubavitch, soviet, destruction, courtyard",,Chabad Library/תולדות_חב״ד_ברוסיה
1919,,,Soviet ministry approves grant to Habima theater,"Despite Yevesektzia leader Dimenstein's protest, the Soviet ministry of culture approved a grant to the Hebrew-language Habima theater.",Dimenstein argued the grant indulged 'the whim of the bourgeoisie' and pursued Hebrew culture as anathema to Jewish Communism. A public debate was held in Moscow in 1920. The episode illustrated that the Yevesektzia routinely exceeded Soviet government policy.,conflict,"habima, yevesektzia, dimenstein, moscow",,Undaunted
1919,,,"Ukrainian pogroms of 5679–5680 kill roughly 300,000 Jews","During 5679 and 5680 anti-Jewish pogroms by White Army, Petliura, and Makhno forces killed approximately 300,000 Jews across Ukraine.","Rival armies competing for control of Ukraine after the German withdrawal openly permitted their soldiers to attack Jewish communities. Kremenchug suffered an incursion by Petliura's troops for about a week, with house searches and several casualties; chassidim hid in cellars. Later the Makhnovist forces, who had killed R' Menachem Mendel of Bobruisk in Yekaterinoslav, besieged Kremenchug from across the Dnieper at Kraukov until Red Army artillery drove them back across the bridge.",conflict,"pogroms, ukraine, russian civil war, petliura, makhno, denikin, kremenchug",,Chabad Library/זכרון_לבני_ישראל
1919,1,,Rebbe Rashab dispatches secret emissary to Vitebsk and Lubavitch,"In Shevat 5679 the Rebbe sent a special emissary to Vitebsk, Petrograd and Moscow to learn the fate of his family and chassidim under Soviet rule.","By Rosh Chodesh Adar Sheni 5679 the emissary had still not returned. The Rebbe described in letter 1103 how he had heard nothing from his sister and brother-in-law in Vitebsk for nine months, that the Lubavitch courtyard and homes had been confiscated, libraries and furniture seized or smashed, and that the synagogue had been turned into a clubhouse 'out of vengeance.'","rebbe, conflict, organization","civil war, vitebsk, lubavitch, shaliach, communist, expropriation",,Chabad Library/תולדות_חב״ד_ברוסיה
1919,2,20,Jerusalem Beis Din Tzedek reaffirms trust in Kollel Chabad officials during WWI,On 20 Adar I 5679 the Jerusalem Beis Din published a further ruling defending the Kollel Chabad vaad amid wartime accusations from Anash abroad.,"Critical letters had circulated in the Diaspora attacking the Jerusalem vaad under Rebbe Rashab's nesius, sowing discord and discouraging donors. The beis din declared that it knew the officials well as honest and trustworthy men, and that whenever funds arrived from America and England — Russian remittances having been cut off by the war — they were distributed to the poor of the kollel in Jerusalem, Hebron, Tzfat, Tiberias, Yafo and the moshavot. The pesak became a recurring touchstone in the kollel correspondence of 5681–5682.","organization, conflict","kollel chabad, beis din tzedek, jerusalem, world war i, america, england",,Chabad Library/תולדות_חב״ד_בארץ_הקודש
1919,5,,Chafetz Chaim writes to Rabbi Moshe Madeyevski about relocating to Charal,"On Sunday Parshat Emor 5679, the Chafetz Chaim wrote to the rabbi of Charal asking help to find lodging there because of terrible food prices where he was then living.","He sent a beloved student ahead to find a residence and necessities, noting he had no acquaintances in Charal. The famine of the period during his Russian exile forced him to consider moving to find a place where prices were not so high.",general,"chafetz chaim, charal, famine, russia, madeyevski",,Chabad Library/מבית_הגנזים
1919,5,,Tomchei Tmimim opens a branch in Charol,After Pesach 5679 the Kremenchug branch of Tomchei Tmimim sent a contingent of its shiurim students to establish a class in the town of Charol.,"The author traveled to Charol ahead of the move to arrange housing for the students and confer with the local rabbinate. He stayed with R' Shmuel Gurary, the town's dayan, while R' Moshe Madayevsky served as rav. The move was driven by the worsening shortages and disorder around Kremenchug.","education, organization, location","tomchei tmimim, charol, kremenchug, shmuel gurary dayan, moshe madayevsky",,Chabad Library/זכרון_לבני_ישראל
1919,6,,Haidamak pogroms reach Zhivotov,"At the start of summer 1919 Haidamak pogromist bands arrived in Zhivotov, beginning a long campaign of robbery, forced labor, and murder.","Petliura and Denikin forces were fighting their civil war across Ukraine, and successive bands of pogromists — including those of Tyutyunyk and Sokolov — passed through the area. They imposed taxes on the Jewish community, conscripted men like Ephraim Shmuel to dig defensive trenches, and increasingly turned to murder. Local Ukrainian peasants joined the violence as the months wore on.",conflict,"pogrom, haidamaks, ukraine, zhivotov, civil war, petliura, denikin",,Chabad Library/זכרונותי
1919,7,14,Author's tenaim signed on 16 Tammuz 5679 in Zhuravichi,On the night of 16 Tammuz 5679 the author's engagement to the daughter of R' Yehoshua Heshel Levin was finalized in Zhuravichi.,"The father-in-law-to-be traveled to the author's parents in Zhuravichi for Shabbat 14 Tammuz, and the kishrei hatena'im were arranged after Shabbat. The kallah was not present, remaining in Gomel; a dowry of ten thousand rubles was committed, though the currency was already badly devalued by the upheaval.",general,"tenaim, engagement, zhuravichi, yehoshua heshel levin, gomel",,Chabad Library/זכרון_לבני_ישראל
1919,8,,Death of R' Shilem Kuratin,"R' Shilem Kuratin, mashgiach for chassidut, passed away in Kremenchug on 5 Elul 5679.","R' Shilem Kuratin, mashgiach for chassidut studies at Tomchei Tmimim from winter 5672, continued in his post when the yeshiva moved to Kremenchug. He passed away on 5 Elul 5679 (1919) in Kremenchug at a relatively young age. The Rebbe Rashab was not told of his passing. R' Alter Simchowitz was later appointed in his place.",education,"tomchei tmimim, kuratin, kremenchug, mashgiach",,Chabad Library/תולדות_חב״ד_ברוסיה
1919,10,,Rebbe Rashab distributes banknotes on Sukkot 5680,"Rebbe Rashab gave out banknotes as gifts and segulot during Sukkot 5680, his final Sukkot.","On Sukkot of 5680, Rebbe Sholom DovBer of Lubavitch distributed banknotes either as gifts or as a segulah (spiritual remedy). The dates were inscribed in the margins by his secretary, Rabbi Elchonon Dov Marozov. This was the Rebbe Rashab's final Sukkot before his passing on 2 Nissan 5680.","rebbe, calendar","rashab, sukkot, segulah, banknote, russia",,Chabad Library/מבית_הגנזים
1919,11,7,Death of R' Asher Grossman of Nikolayev,"R' Asher Grossman, longtime shochet of Nikolayev and editor of Tanya, passed away on 15 Marcheshvan 5680.","R' Asher Grossman, shochet of Nikolayev and one of the leading chassidim of Rashab and Maharash, passed away on 15 Marcheshvan 5680. He had served as shochet of Nikolayev until at least 5678 and edited Rashab's corrected Tanya edition. Before his death he left dowry funds with Rashab for his still-unmarried daughter Chaya Frieda, which transferred to Rayatz after Rashab's passing months later.",general,"nikolayev, r-asher-grossman, tanya-editor, passing",,Chabad Library/תולדות_חב״ד_ברוסיה
1919,11,9,Yahrzeit of Rebbetzin Yocheved bat Leah,"The Rebbe Rayatz's mother-in-law, Rebbetzin Yocheved bat Leah, passed away on 16 Marcheshvan 5680.","The 5705 diary records that 16 Marcheshvan was the yahrzeit of the Rebbe Rayatz's mother-in-law, Rebbetzin Yocheved bat Leah, who passed away on 16 Marcheshvan 5680 (9 November 1919). The Rebbe marked the day by preparing a Yiddish maamar on 'Hayta li dim'ati' for the Kriah V'Kedushah journal.",calendar,"yahrzeit, mother-in-law, rayatz",,Chabad Library/מבית_הגנזים
1919,12,11,Rebbe Rashab gives Mazal Tov gift on 19 Kislev 5680,"On the Chag HaGeulah of 19 Kislev 5680, Rebbe Rashab distributed a banknote inscribed with a Mazal Tov blessing.","On 19 Kislev 5680, the festival commemorating the Alter Rebbe's liberation, Rebbe Sholom DovBer of Lubavitch presented a banknote bearing the inscription 'Mazal Tov, 19 Kislev 5680' to a chassid. The annotation in the margin was recorded by his secretary, Rabbi Elchonon Dov Marozov. This was one of the final such gifts of the Rebbe Rashab's life, given mere months before his passing.","rebbe, calendar","rashab, 19-kislev, chag-hageulah, russia",,Chabad Library/מבית_הגנזים
